,home_team,away_team,home_score,away_score,days_since,home_win
1863,Lynn Vision,EHOME,0.0,2.0,220.0,0.0
1864,MVP PK,ikarus,2.0,0.0,220.0,1.0
1865,Paradox,Chiefs,0.0,2.0,220.0,0.0
1866,Aster,ViCi Gaming,0.0,2.0,220.0,0.0
1867,MVP PK,taloo,2.0,0.0,220.0,1.0
1868,compLexity,Cloud9,2.0,1.0,220.0,1.0
1869,Entry,ikarus,0.0,2.0,220.0,0.0
1870,eUnited,Evil Geniuses,1.0,2.0,220.0,0.0
1871,Heroic,NiP,2.0,0.0,220.0,1.0
1872,Imperial,Evidence,2.0,0.0,220.0,1.0
1873,SMASH,Virtus.pro,2.0,1.0,220.0,1.0
1874,Virtus.pro,Illuminar,0.0,1.0,220.0,0.0
1875,Sprout,Vitality,1.0,2.0,220.0,0.0
1876,Illuminar,Heretics,1.0,2.0,221.0,0.0
1877,HAVU,Phoenix,2.0,1.0,221.0,1.0
1878,Virtus.pro,Movistar Riders,2.0,1.0,221.0,1.0
1879,HellRaisers,Syman,0.0,2.0,221.0,0.0
1880,Aristocracy,SMASH,0.0,2.0,221.0,0.0
1881,ORDER,Paradox,2.0,0.0,221.0,1.0
1882,Chiefs,really weird,2.0,0.0,221.0,1.0
1883,EnVy,Swole Patrol,2.0,0.0,221.0,1.0
1884,Grayhound,AVANT,2.0,0.0,221.0,1.0
1885,TeamOne,Riot Squad,0.0,1.0,221.0,0.0
1886,Bushido Boyz,Ascent,1.0,0.0,221.0,1.0
1887,Divine,Just Swing,1.0,0.0,221.0,1.0
1888,Big Frames,MAC-51,0.0,1.0,221.0,0.0
1889,MIBR,FURIA,1.0,2.0,221.0,0.0
1890,BIG,OpTic,2.0,0.0,221.0,1.0
1891,AVANGAR,PACT,1.0,0.0,221.0,1.0
1892,Syman,Heretics,2.0,0.0,221.0,1.0
1893,Tricked,Phoenix,1.0,0.0,221.0,1.0
1894,Illuminar,PACT,1.0,0.0,221.0,1.0
1895,SKADE,Heretics,0.0,1.0,221.0,0.0
1896,Heretics,Illuminar,2.0,1.0,221.0,1.0
1897,Phoenix,HAVU,1.0,2.0,221.0,0.0
1898,Movistar Riders,Virtus.pro,1.0,2.0,221.0,0.0
1899,Syman,HellRaisers,2.0,0.0,221.0,1.0
1900,SMASH,Aristocracy,2.0,0.0,221.0,1.0
1901,Paradox,ORDER,0.0,2.0,221.0,0.0
1902,really weird,Chiefs,0.0,2.0,221.0,0.0
1903,Swole Patrol,EnVy,0.0,2.0,221.0,0.0
1904,AVANT,Grayhound,0.0,2.0,221.0,0.0
1905,Riot Squad,TeamOne,1.0,0.0,221.0,1.0
1906,Ascent,Bushido Boyz,0.0,1.0,221.0,0.0
1907,Just Swing,Divine,0.0,1.0,221.0,0.0
1908,MAC-51,Big Frames,1.0,0.0,221.0,1.0
1909,FURIA,MIBR,2.0,1.0,221.0,1.0
1910,OpTic,BIG,0.0,2.0,221.0,0.0
1911,PACT,AVANGAR,0.0,1.0,221.0,0.0
1912,Heretics,Syman,0.0,2.0,221.0,0.0
1913,Phoenix,Tricked,0.0,1.0,221.0,0.0
1914,PACT,Illuminar,0.0,1.0,221.0,0.0
1915,Heretics,SKADE,1.0,0.0,221.0,1.0
1916,Movistar Riders,Heretics,1.0,0.0,222.0,1.0
1917,Tricked,Winstrike,0.0,2.0,222.0,0.0
1918,PACT,Phoenix,0.0,2.0,222.0,0.0
1919,Syman,SKADE,1.0,0.0,222.0,1.0
1920,HAVU,Unique,2.0,0.0,222.0,1.0
1921,Dippers,madlikewizards,0.0,1.0,222.0,0.0
1922,AVANT,Ground Zero,2.0,0.0,222.0,1.0
1923,Bizarre,Chiefs,0.0,1.0,222.0,0.0
1924,Jade,SYF,0.0,1.0,222.0,0.0
1925,Paradox,Genuine,0.0,2.0,222.0,0.0
1926,Grayhound,catman,2.0,0.0,222.0,1.0
1927,FURIA,EnVy,1.0,2.0,222.0,0.0
1928,Bushido Boyz,Peeker's Advantage,1.0,0.0,222.0,1.0
1929,The Quest,TeamOne,0.0,1.0,222.0,0.0
1930,Monstars,Peeker's Advantage,1.0,0.0,222.0,1.0
1931,Ben's Anime Team,Just Swing,1.0,0.0,222.0,1.0
1932,Riot Squad,MAC-51,1.0,0.0,222.0,1.0
1933,MIBR,Swole Patrol,2.0,0.0,222.0,1.0
1934,mousesports,OpTic,2.0,0.0,222.0,1.0
1935,HAVU,PACT,0.0,1.0,222.0,0.0
1936,Heretics,Movistar Riders,0.0,1.0,222.0,0.0
1937,Winstrike,Tricked,2.0,0.0,222.0,1.0
1938,Phoenix,PACT,2.0,0.0,222.0,1.0
1939,SKADE,Syman,0.0,1.0,222.0,0.0
1940,Unique,HAVU,0.0,2.0,222.0,0.0
1941,madlikewizards,Dippers,1.0,0.0,222.0,1.0
1942,Ground Zero,AVANT,0.0,2.0,222.0,0.0
1943,Chiefs,Bizarre,1.0,0.0,222.0,1.0
1944,SYF,Jade,1.0,0.0,222.0,1.0
1945,Genuine,Paradox,2.0,0.0,222.0,1.0
1946,catman,Grayhound,0.0,2.0,222.0,0.0
1947,EnVy,FURIA,2.0,1.0,222.0,1.0
1948,Peeker's Advantage,Bushido Boyz,0.0,1.0,222.0,0.0
1949,TeamOne,The Quest,1.0,0.0,222.0,1.0
1950,Peeker's Advantage,Monstars,0.0,1.0,222.0,0.0
1951,Just Swing,Ben's Anime Team,0.0,1.0,222.0,0.0
1952,MAC-51,Riot Squad,0.0,1.0,222.0,0.0
1953,Swole Patrol,MIBR,0.0,2.0,222.0,0.0
1954,OpTic,mousesports,0.0,2.0,222.0,0.0
1955,PACT,HAVU,1.0,0.0,222.0,1.0
1956,Copenhagen Flames,ex-epsilon,0.0,2.0,223.0,0.0
1957,Virtus.pro,SMASH,1.0,0.0,223.0,1.0
1958,Ancient,Illuminar,0.0,1.0,223.0,0.0
1959,Aristocracy,Unique,2.0,1.0,223.0,1.0
1960,rTE,BTRG,0.0,2.0,223.0,0.0
1961,Buckets,PC419,0.0,1.0,223.0,0.0
1962,Grayhound,Ground Zero,2.0,0.0,223.0,1.0
1963,ORDER,Buckets,1.0,0.0,223.0,1.0
1964,Aster,Vital Spark,2.0,0.0,223.0,1.0
1965,AVANT,catman,2.0,0.0,223.0,1.0
1966,D7G,Maple,0.0,2.0,223.0,0.0
1967,FURIA,Swole Patrol,2.0,0.0,223.0,1.0
1968,TeamOne,MAC-51,0.0,1.0,223.0,0.0
1969,Big Frames,Divine,0.0,1.0,223.0,0.0
1970,Monstars,MAC-51,0.0,1.0,223.0,0.0
1971,MIBR,EnVy,2.0,0.0,223.0,1.0
1972,INTZ,Peeker's Advantage,1.0,0.0,223.0,1.0
1973,FaZe,OpTic,2.0,0.0,223.0,1.0
1974,Aristocracy,Winstrike,2.0,1.0,223.0,1.0
1975,HAVU,AVANGAR,0.0,1.0,223.0,0.0
1976,ex-epsilon,Copenhagen Flames,2.0,0.0,223.0,1.0
1977,SMASH,Virtus.pro,0.0,1.0,223.0,0.0
1978,Illuminar,Ancient,1.0,0.0,223.0,1.0
1979,Unique,Aristocracy,1.0,2.0,223.0,0.0
1980,BTRG,rTE,2.0,0.0,223.0,1.0
1981,PC419,Buckets,1.0,0.0,223.0,1.0
1982,Ground Zero,Grayhound,0.0,2.0,223.0,0.0
1983,Buckets,ORDER,0.0,1.0,223.0,0.0
1984,Vital Spark,Aster,0.0,2.0,223.0,0.0
1985,catman,AVANT,0.0,2.0,223.0,0.0
1986,Maple,D7G,2.0,0.0,223.0,1.0
1987,Swole Patrol,FURIA,0.0,2.0,223.0,0.0
1988,MAC-51,TeamOne,1.0,0.0,223.0,1.0
1989,Divine,Big Frames,1.0,0.0,223.0,1.0
1990,MAC-51,Monstars,1.0,0.0,223.0,1.0
1991,EnVy,MIBR,0.0,2.0,223.0,0.0
1992,Peeker's Advantage,INTZ,0.0,1.0,223.0,0.0
1993,OpTic,FaZe,0.0,2.0,223.0,0.0
1994,Winstrike,Aristocracy,1.0,2.0,223.0,0.0
1995,AVANGAR,HAVU,1.0,0.0,223.0,1.0
1996,CR4ZY,AGO,0.0,1.0,224.0,0.0
1997,ex-epsilon,AVANGAR,0.0,1.0,224.0,0.0
1998,PACT,SMASH,0.0,2.0,224.0,0.0
1999,Copenhagen Flames,GamerLegion,1.0,2.0,224.0,0.0
2000,ViCi Gaming,BOOT-d[S],2.0,0.0,224.0,1.0
2001,Paradox,Chiefs,0.0,1.0,224.0,0.0
2002,SKADE,HAVU,0.0,2.0,224.0,0.0
2003,Jade,FURY,1.0,0.0,224.0,1.0
2004,SYF,Bizarre,1.0,0.0,224.0,1.0
2005,EHOME,Lucid Dream,2.0,0.0,224.0,1.0
2006,Ground Zero,catman,1.0,2.0,224.0,0.0
2007,Invictus Gaming,5POWER,0.0,2.0,224.0,0.0
2008,Winstrike,Natus Vincere Junior,2.0,0.0,224.0,1.0
2009,AGO,CR4ZY,1.0,0.0,224.0,1.0
2010,AVANGAR,ex-epsilon,1.0,0.0,224.0,1.0
2011,SMASH,PACT,2.0,0.0,224.0,1.0
2012,GamerLegion,Copenhagen Flames,2.0,1.0,224.0,1.0
2013,BOOT-d[S],ViCi Gaming,0.0,2.0,224.0,0.0
2014,Chiefs,Paradox,1.0,0.0,224.0,1.0
2015,HAVU,SKADE,2.0,0.0,224.0,1.0
2016,FURY,Jade,0.0,1.0,224.0,0.0
2017,Bizarre,SYF,0.0,1.0,224.0,0.0
2018,Lucid Dream,EHOME,0.0,2.0,224.0,0.0
2019,catman,Ground Zero,2.0,1.0,224.0,1.0
2020,5POWER,Invictus Gaming,2.0,0.0,224.0,1.0
2021,Natus Vincere Junior,Winstrike,0.0,2.0,224.0,0.0
2022,Sprout,ex-epsilon,2.0,1.0,225.0,1.0
2023,HellRaisers,SMASH,0.0,2.0,225.0,0.0
2024,Nemiga,DreamEaters,2.0,1.0,225.0,1.0
2025,catman,ZOOWEEMAMA,1.0,0.0,225.0,1.0
2026,madlikewizards,Genuine,0.0,1.0,225.0,0.0
2027,HAVU,SMASH,0.0,2.0,225.0,0.0
2028,Genuine,catman,0.0,1.0,225.0,0.0
2029,catman,Dippers,1.0,0.0,225.0,1.0
2030,Infinity,Rulez,1.0,0.0,225.0,1.0
2031,Ascent,TeamOne,0.0,1.0,225.0,0.0
2032,Malvinas,Furious,2.0,1.0,225.0,1.0
2033,Tricked,ex-epsilon,2.0,0.0,225.0,1.0
2034,Aristocracy,Sprout,1.0,2.0,225.0,0.0
2035,Heroic,Tricked,2.0,0.0,225.0,1.0
2036,ex-epsilon,Sprout,1.0,2.0,225.0,0.0
2037,SMASH,HellRaisers,2.0,0.0,225.0,1.0
2038,DreamEaters,Nemiga,1.0,2.0,225.0,0.0
2039,ZOOWEEMAMA,catman,0.0,1.0,225.0,0.0
2040,Genuine,madlikewizards,1.0,0.0,225.0,1.0
2041,SMASH,HAVU,2.0,0.0,225.0,1.0
2042,catman,Genuine,1.0,0.0,225.0,1.0
2043,Dippers,catman,0.0,1.0,225.0,0.0
2044,Rulez,Infinity,0.0,1.0,225.0,0.0
2045,TeamOne,Ascent,1.0,0.0,225.0,1.0
2046,Furious,Malvinas,1.0,2.0,225.0,0.0
2047,ex-epsilon,Tricked,0.0,2.0,225.0,0.0
2048,Sprout,Aristocracy,2.0,1.0,225.0,1.0
2049,Tricked,Heroic,0.0,2.0,225.0,0.0
2050,fnatic,Vitality,2.0,1.0,226.0,1.0
2051,Dracarys,DreamEaters,1.0,2.0,226.0,0.0
2052,GTV.Revolution,SHIFT,2.0,0.0,226.0,1.0
2053,Lucid Dream,Maple,2.0,1.0,226.0,1.0
2054,Mazaalai,AUGUST,0.0,2.0,226.0,0.0
2055,PACT,SKADE,2.0,0.0,226.0,1.0
2056,AUGUST,D13,2.0,0.0,226.0,1.0
2057,Maple,Beyond,2.0,1.0,226.0,1.0
2058,Syntax,BTRG,0.0,2.0,226.0,0.0
2059,Darkhorse,FrostFire,0.0,2.0,226.0,0.0
2060,Mazaalai,2990,2.0,0.0,226.0,1.0
2061,LaZe,BOOT,1.0,2.0,226.0,0.0
2062,Lucid Dream,Alpha Red,2.0,0.0,226.0,1.0
2063,Syntax,VICTIM,2.0,0.0,226.0,1.0
2064,BTRG,nxl,2.0,0.0,226.0,1.0
2065,Darkhorse,30.6,2.0,1.0,226.0,1.0
2066,FrostFire,Orange,2.0,1.0,226.0,1.0
2067,Rulez,Black Label Society,2.0,0.0,226.0,1.0
2068,Furious,Hawks,2.0,0.0,226.0,1.0
2069,Sprout,Tricked,1.0,2.0,226.0,0.0
2070,Vitality,fnatic,1.0,2.0,226.0,0.0
2071,DreamEaters,Dracarys,2.0,1.0,226.0,1.0
2072,SHIFT,GTV.Revolution,0.0,2.0,226.0,0.0
2073,Maple,Lucid Dream,1.0,2.0,226.0,0.0
2074,AUGUST,Mazaalai,2.0,0.0,226.0,1.0
2075,SKADE,PACT,0.0,2.0,226.0,0.0
2076,D13,AUGUST,0.0,2.0,226.0,0.0
2077,Beyond,Maple,1.0,2.0,226.0,0.0
2078,BTRG,Syntax,2.0,0.0,226.0,1.0
2079,FrostFire,Darkhorse,2.0,0.0,226.0,1.0
2080,2990,Mazaalai,0.0,2.0,226.0,0.0
2081,BOOT,LaZe,2.0,1.0,226.0,1.0
2082,Alpha Red,Lucid Dream,0.0,2.0,226.0,0.0
2083,VICTIM,Syntax,0.0,2.0,226.0,0.0
2084,nxl,BTRG,0.0,2.0,226.0,0.0
2085,30.6,Darkhorse,1.0,2.0,226.0,0.0
2086,Orange,FrostFire,1.0,2.0,226.0,0.0
2087,Black Label Society,Rulez,0.0,2.0,226.0,0.0
2088,Hawks,Furious,0.0,2.0,226.0,0.0
2089,Tricked,Sprout,2.0,1.0,226.0,1.0
2090,ex-epsilon,Sprout,2.0,1.0,227.0,1.0
2091,Heroic,pro100,2.0,0.0,227.0,1.0
2092,Heretics,Movistar Riders,2.0,1.0,227.0,1.0
2093,Astralis,fnatic,0.0,2.0,227.0,0.0
2094,Entity,Global,2.0,1.0,227.0,1.0
2095,Tricked,Aristocracy,2.0,0.0,227.0,1.0
2096,Unique,Copenhagen Flames,2.0,1.0,227.0,1.0
2097,Epsilon,Game Fist,2.0,0.0,227.0,1.0
2098,BOOT,JavsrieN,2.0,0.0,227.0,1.0
2099,Cataclysm,SHIFT,0.0,2.0,227.0,0.0
2100,Sub:stance,LaZe,0.0,2.0,227.0,0.0
2101,Alpha Red,2Be Continued,2.0,0.0,227.0,1.0
2102,DivisionX,GTV.Revolution,1.0,2.0,227.0,0.0
2103,Beyond,Astro,2.0,1.0,227.0,1.0
2104,Infinity,Rulez,2.0,0.0,227.0,1.0
2105,Evidence,Redemption POA,2.0,1.0,227.0,1.0
2106,Furious,Quad,2.0,0.0,227.0,1.0
2107,Malvinas,Hawks,2.0,0.0,227.0,1.0
2108,Tricked,Aristocracy,2.0,1.0,227.0,1.0
2109,Vitality,mousesports,2.0,1.0,227.0,1.0
2110,Sprout,ex-epsilon,1.0,2.0,227.0,0.0
2111,pro100,Heroic,0.0,2.0,227.0,0.0
2112,Movistar Riders,Heretics,1.0,2.0,227.0,0.0
2113,fnatic,Astralis,2.0,0.0,227.0,1.0
2114,Global,Entity,1.0,2.0,227.0,0.0
2115,Aristocracy,Tricked,0.0,2.0,227.0,0.0
2116,Copenhagen Flames,Unique,1.0,2.0,227.0,0.0
2117,Game Fist,Epsilon,0.0,2.0,227.0,0.0
2118,JavsrieN,BOOT,0.0,2.0,227.0,0.0
2119,SHIFT,Cataclysm,2.0,0.0,227.0,1.0
2120,LaZe,Sub:stance,2.0,0.0,227.0,1.0
2121,2Be Continued,Alpha Red,0.0,2.0,227.0,0.0
2122,GTV.Revolution,DivisionX,2.0,1.0,227.0,1.0
2123,Astro,Beyond,1.0,2.0,227.0,0.0
2124,Rulez,Infinity,0.0,2.0,227.0,0.0
2125,Redemption POA,Evidence,1.0,2.0,227.0,0.0
2126,Quad,Furious,0.0,2.0,227.0,0.0
2127,Hawks,Malvinas,0.0,2.0,227.0,0.0
2128,Aristocracy,Tricked,1.0,2.0,227.0,0.0
2129,mousesports,Vitality,1.0,2.0,227.0,0.0
2130,Gambit Youngsters,DreamEaters,2.0,0.0,228.0,1.0
2131,BIG,Sprout,1.0,2.0,228.0,0.0
2132,fnatic,NiP,2.0,1.0,228.0,1.0
2133,Ancient,Giants,1.0,2.0,228.0,0.0
2134,Unique,pro100,2.0,0.0,228.0,1.0
2135,Aristocracy,ex-epsilon,2.0,0.0,228.0,1.0
2136,Fallen5,Bren,0.0,2.0,228.0,0.0
2137,Bren,Station-751,1.0,0.0,228.0,1.0
2138,Fallen5,Winmax,1.0,0.0,228.0,1.0
2139,Supremacy,Rulez,0.0,1.0,228.0,0.0
2140,Monstars,Rap Gang,1.0,0.0,228.0,1.0
2141,Riot Squad,Bushido Boyz,1.0,0.0,228.0,1.0
2142,Monstars,LiviD,0.0,1.0,228.0,0.0
2143,Hawks,Furious,1.0,0.0,228.0,1.0
2144,Infinity,Black Label Society,1.0,0.0,228.0,1.0
2145,Imperial,Reapers,2.0,0.0,228.0,1.0
2146,Malvinas,Quad,1.0,0.0,228.0,1.0
2147,ATK,Sharks,2.0,0.0,228.0,1.0
2148,Giants,SJ,2.0,1.0,228.0,1.0
2149,Virtus.pro,Heroic,0.0,2.0,228.0,0.0
2150,DreamEaters,Gambit Youngsters,0.0,2.0,228.0,0.0
2151,Sprout,BIG,2.0,1.0,228.0,1.0
2152,NiP,fnatic,1.0,2.0,228.0,0.0
2153,Giants,Ancient,2.0,1.0,228.0,1.0
2154,pro100,Unique,0.0,2.0,228.0,0.0
2155,ex-epsilon,Aristocracy,0.0,2.0,228.0,0.0
2156,Bren,Fallen5,2.0,0.0,228.0,1.0
2157,Station-751,Bren,0.0,1.0,228.0,0.0
2158,Winmax,Fallen5,0.0,1.0,228.0,0.0
2159,Rulez,Supremacy,1.0,0.0,228.0,1.0
2160,Rap Gang,Monstars,0.0,1.0,228.0,0.0
2161,Bushido Boyz,Riot Squad,0.0,1.0,228.0,0.0
2162,LiviD,Monstars,1.0,0.0,228.0,1.0
2163,Furious,Hawks,0.0,1.0,228.0,0.0
2164,Black Label Society,Infinity,0.0,1.0,228.0,0.0
2165,Reapers,Imperial,0.0,2.0,228.0,0.0
2166,Quad,Malvinas,0.0,1.0,228.0,0.0
2167,Sharks,ATK,0.0,2.0,228.0,0.0
2168,SJ,Giants,1.0,2.0,228.0,0.0
2169,Heroic,Virtus.pro,2.0,0.0,228.0,1.0
2170,Aristocracy,Giants,1.0,0.0,229.0,1.0
2171,GamerLegion,Windigo,1.0,2.0,229.0,0.0
2172,Heroic,Nemiga,2.0,0.0,229.0,1.0
2173,AVANGAR,Movistar Riders,1.0,0.0,229.0,1.0
2174,ex-epsilon,Nordavind,2.0,0.0,229.0,1.0
2175,Global,District 9,1.0,0.0,229.0,1.0
2176,Illuminar,Giants,0.0,1.0,229.0,0.0
2177,Astralis,Vitality,2.0,0.0,229.0,1.0
2178,Aristocracy,SJ,1.0,0.0,229.0,1.0
2179,FURIA,fnatic,0.0,2.0,229.0,0.0
2180,rewound,PC419,0.0,1.0,229.0,0.0
2181,Let's Quit,5POWER,0.0,2.0,229.0,0.0
2182,Copenhagen Flames,Vainox,2.0,1.0,229.0,1.0
2183,iYATi,District 9,0.0,1.0,229.0,0.0
2184,Monky See Monky Do,Paradox,2.0,1.0,229.0,1.0
2185,rewound,Bizarre,1.0,0.0,229.0,1.0
2186,Chiefs,ORDER,1.0,0.0,229.0,1.0
2187,Let's Quit,Arks,2.0,0.0,229.0,1.0
2188,Entity,Global,1.0,0.0,229.0,1.0
2189,Chiefs,Recursive,1.0,0.0,229.0,1.0
2190,Giants,Aristocracy,0.0,1.0,229.0,0.0
2191,Windigo,GamerLegion,2.0,1.0,229.0,1.0
2192,Nemiga,Heroic,0.0,2.0,229.0,0.0
2193,Movistar Riders,AVANGAR,0.0,1.0,229.0,0.0
2194,Nordavind,ex-epsilon,0.0,2.0,229.0,0.0
2195,District 9,Global,0.0,1.0,229.0,0.0
2196,Giants,Illuminar,1.0,0.0,229.0,1.0
2197,Vitality,Astralis,0.0,2.0,229.0,0.0
2198,SJ,Aristocracy,0.0,1.0,229.0,0.0
2199,fnatic,FURIA,2.0,0.0,229.0,1.0
2200,PC419,rewound,1.0,0.0,229.0,1.0
2201,5POWER,Let's Quit,2.0,0.0,229.0,1.0
2202,Vainox,Copenhagen Flames,1.0,2.0,229.0,0.0
2203,District 9,iYATi,1.0,0.0,229.0,1.0
2204,Paradox,Monky See Monky Do,1.0,2.0,229.0,0.0
2205,Bizarre,rewound,0.0,1.0,229.0,0.0
2206,ORDER,Chiefs,0.0,1.0,229.0,0.0
2207,Arks,Let's Quit,0.0,2.0,229.0,0.0
2208,Global,Entity,0.0,1.0,229.0,0.0
2209,Recursive,Chiefs,0.0,1.0,229.0,0.0
2210,G2,fnatic,0.0,2.0,230.0,0.0
2211,Ancient,Syman,1.0,0.0,230.0,1.0
2212,AGO,AVANGAR,0.0,1.0,230.0,0.0
2213,Espada,Unique,1.0,2.0,230.0,0.0
2214,Movistar Riders,Syman,0.0,1.0,230.0,0.0
2215,FURIA,ENCE,2.0,0.0,230.0,1.0
2216,Natus Vincere,OpTic,2.0,0.0,230.0,1.0
2217,Virtus.pro,Ancient,0.0,1.0,230.0,0.0
2218,Copenhagen Flames,GamerLegion,0.0,2.0,230.0,0.0
2219,Evil Geniuses,mousesports,0.0,2.0,230.0,0.0
2220,PC419,ORDER,0.0,1.0,230.0,0.0
2221,North,Liquid,1.0,2.0,230.0,0.0
2222,Dippers,Ground Zero,0.0,0.0,230.0,1.0
2223,Jade,Chiefs,0.0,1.0,230.0,0.0
2224,Mythic,Divine,0.0,1.0,230.0,0.0
2225,New Identity,Ascent,1.0,0.0,230.0,1.0
2226,MIBR,ATK,1.0,2.0,230.0,0.0
2227,fnatic,TyLoo,2.0,1.0,230.0,1.0
2228,ENCE,Vitality,1.0,2.0,230.0,0.0
2229,Windigo,Vainox,2.0,0.0,230.0,1.0
2230,fnatic,G2,2.0,0.0,230.0,1.0
2231,Syman,Ancient,0.0,1.0,230.0,0.0
2232,AVANGAR,AGO,1.0,0.0,230.0,1.0
2233,Unique,Espada,2.0,1.0,230.0,1.0
2234,Syman,Movistar Riders,1.0,0.0,230.0,1.0
2235,ENCE,FURIA,0.0,2.0,230.0,0.0
2236,OpTic,Natus Vincere,0.0,2.0,230.0,0.0
2237,Ancient,Virtus.pro,1.0,0.0,230.0,1.0
2238,GamerLegion,Copenhagen Flames,2.0,0.0,230.0,1.0
2239,mousesports,Evil Geniuses,2.0,0.0,230.0,1.0
2240,ORDER,PC419,1.0,0.0,230.0,1.0
2241,Liquid,North,2.0,1.0,230.0,1.0
2242,Ground Zero,Dippers,0.0,0.0,230.0,1.0
2243,Chiefs,Jade,1.0,0.0,230.0,1.0
2244,Divine,Mythic,1.0,0.0,230.0,1.0
2245,Ascent,New Identity,0.0,1.0,230.0,0.0
2246,ATK,MIBR,2.0,1.0,230.0,1.0
2247,TyLoo,fnatic,1.0,2.0,230.0,0.0
2248,Vitality,ENCE,2.0,1.0,230.0,1.0
2249,Vainox,Windigo,0.0,2.0,230.0,0.0
2250,EnVy,FURIA,1.0,2.0,231.0,0.0
2251,Astralis,G2,2.0,0.0,231.0,1.0
2252,Unique,forZe,1.0,2.0,231.0,0.0
2253,Nemiga,GamerLegion,2.0,1.0,231.0,1.0
2254,Evil Geniuses,Grayhound,0.0,1.0,231.0,0.0
2255,mousesports,NiP,0.0,1.0,231.0,0.0
2256,Tricked,Windigo,0.0,2.0,231.0,0.0
2257,SJ,OneThree,2.0,0.0,231.0,1.0
2258,Liquid,OpTic,0.0,1.0,231.0,0.0
2259,Natus Vincere,North,1.0,0.0,231.0,1.0
2260,Espada,pro100,1.0,2.0,231.0,0.0
2261,Vitality,TyLoo,1.0,0.0,231.0,1.0
2262,ENCE,fnatic,1.0,0.0,231.0,1.0
2263,SYF,Paradox,0.0,1.0,231.0,0.0
2264,Ground Zero,ZOOWEEMAMA,1.0,0.0,231.0,1.0
2265,Buckets,Jade,0.0,1.0,231.0,0.0
2266,madlikewizards,Paradox,1.0,0.0,231.0,1.0
2267,Astralis,EnVy,1.0,0.0,231.0,1.0
2268,G2,FURIA,1.0,0.0,231.0,1.0
2269,OneThree,SKADE,2.0,0.0,231.0,1.0
2270,FURIA,EnVy,2.0,1.0,231.0,1.0
2271,G2,Astralis,0.0,2.0,231.0,0.0
2272,forZe,Unique,2.0,1.0,231.0,1.0
2273,GamerLegion,Nemiga,1.0,2.0,231.0,0.0
2274,Grayhound,Evil Geniuses,1.0,0.0,231.0,1.0
2275,NiP,mousesports,1.0,0.0,231.0,1.0
2276,Windigo,Tricked,2.0,0.0,231.0,1.0
2277,OneThree,SJ,0.0,2.0,231.0,0.0
2278,OpTic,Liquid,1.0,0.0,231.0,1.0
2279,North,Natus Vincere,0.0,1.0,231.0,0.0
2280,pro100,Espada,2.0,1.0,231.0,1.0
2281,TyLoo,Vitality,0.0,1.0,231.0,0.0
2282,fnatic,ENCE,0.0,1.0,231.0,0.0
2283,Paradox,SYF,1.0,0.0,231.0,1.0
2284,ZOOWEEMAMA,Ground Zero,0.0,1.0,231.0,0.0
2285,Jade,Buckets,1.0,0.0,231.0,1.0
2286,Paradox,madlikewizards,0.0,1.0,231.0,0.0
2287,EnVy,Astralis,0.0,1.0,231.0,0.0
2288,FURIA,G2,0.0,1.0,231.0,0.0
2289,SKADE,OneThree,0.0,2.0,231.0,0.0
2290,Virtus.pro,Espada,2.0,1.0,232.0,1.0
2291,Tricked,Se7en,2.0,0.0,232.0,1.0
2292,Nemiga,Nordavind,0.0,2.0,232.0,0.0
2293,SJ,OneThree,2.0,1.0,232.0,1.0
2294,Genuine,ZOOWEEMAMA,1.0,0.0,232.0,1.0
2295,madlikewizards,PC419,0.0,1.0,232.0,0.0
2296,Unique,SJ,2.0,0.0,232.0,1.0
2297,SKADE,Se7en,2.0,1.0,232.0,1.0
2298,Bizarre,Genuine,0.0,1.0,232.0,0.0
2299,Invictus Gaming,EHOME,2.0,0.0,232.0,1.0
2300,Sprout,Movistar Riders,2.0,1.0,232.0,1.0
2301,Syman,SJ,0.0,2.0,232.0,0.0
2302,Astralis,Evil Geniuses,1.0,3.0,232.0,0.0
2303,Se7en,SJ,0.0,2.0,232.0,0.0
2304,Izako Boars,Unique,2.0,0.0,232.0,1.0
2305,Team Toxic,Team Squeaky,0.0,1.0,232.0,0.0
2306,Espada,Virtus.pro,1.0,2.0,232.0,0.0
2307,Se7en,Tricked,0.0,2.0,232.0,0.0
2308,Nordavind,Nemiga,2.0,0.0,232.0,1.0
2309,OneThree,SJ,1.0,2.0,232.0,0.0
2310,ZOOWEEMAMA,Genuine,0.0,1.0,232.0,0.0
2311,PC419,madlikewizards,1.0,0.0,232.0,1.0
2312,SJ,Unique,0.0,2.0,232.0,0.0
2313,Se7en,SKADE,1.0,2.0,232.0,0.0
2314,Genuine,Bizarre,1.0,0.0,232.0,1.0
2315,EHOME,Invictus Gaming,0.0,2.0,232.0,0.0
2316,Movistar Riders,Sprout,1.0,2.0,232.0,0.0
2317,SJ,Syman,2.0,0.0,232.0,1.0
2318,Evil Geniuses,Astralis,3.0,1.0,232.0,1.0
2319,SJ,Se7en,2.0,0.0,232.0,1.0
2320,Unique,Izako Boars,0.0,2.0,232.0,0.0
2321,Team Squeaky,Team Toxic,1.0,0.0,232.0,1.0
2322,pro100,Movistar Riders,2.0,1.0,233.0,1.0
2323,Gambit Youngsters,ex-epsilon,1.0,0.0,233.0,1.0
2324,Sinister5,Goliath,0.0,2.0,233.0,0.0
